PL,MRP element data,Date,Need Dt,PO Message,Days of reschedule,  Material,Material description,Quantity,Qty to Cancel,MOQ,FCST Ref
EMS02Q20000872HWA0002H,9660001489/00120,1/26/2023,1/24/2023,Reschedule in,-2,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202302
EMS02Q20000873HWA0012H,9660001490/00040,2/3/2023,1/24/2023,Reschedule in,-10,21206383-001,"EchoLife HG8145V5 plastic parts , 212063",2400,0,5,202302
EMS02Q20000857HWA0014H,9660001474/01220,1/26/2023,1/24/2023,Reschedule in,-2,63160069,"DKBA7.308.242.Heatsink Part, for IXF1002",8000,0,10,202302
EMS02Q20000848HWA0014H,9660001464/01140,2/10/2023,2/14/2023,Reschedule out,4,63160069,"DKBA7.308.242.Heatsink Part, for IXF1002",810,0,10,202303
EMS02Q20000888HWA0002H,9660001525/00020,2/3/2023,1/24/2023,Reschedule in,-10,63160069,"DKBA7.308.242.Heatsink Part, for IXF1002",25000,0,10,202302
EMS02Q20000877HWA0001K,9660001513/00010,1/20/2023,1/24/2023,Reschedule out,4,43160026,ASOC GPON/EPON SPI NAND FLASH DDR3,370,0,10,202302
EMS02Q20000897HWA0004K,9660001536/00870,3/6/2023,3/17/2023,Reschedule out,11,15060150-002,"MOSFET,P Channel,-12V,-2.4A,112mohm,-8V,",7400,0,100,202304
EMS02Q20000898HWA0005K,9660001537/01200,1/20/2023,1/24/2023,Reschedule out,4,15050287-006,Audion PNP 140V 4000mA 650mW 60mV,2700,0,100,202302
EMS02Q20000898HWA0005K,9660001537/01150,1/20/2023,1/24/2023,Reschedule out,4,15020396-001,"LED,0.0225cd,20mA,0603",3000,0,1000,202302
EMS02Q20000898HWA0005K,9660001537/01140,1/20/2023,1/24/2023,Reschedule out,4,15020346-001,"LED,0.018cd,Brillian Yellow Green 570~57",29400,0,200,202302
EMS02Q20000898HWA0005K,9660001537/01120,1/20/2023,1/24/2023,Reschedule out,4,15010589-002,"Fast Recovery Diode,200V,1A,1V,35ns,SOD1",2400,0,200,202302
EMS02Q20000898HWA0005K,9660001537/01110,1/20/2023,1/24/2023,Reschedule out,4,15010422-001,"Switching Diode,250V,225mA,0.93V,50ns,si",2400,0,200,202302
EMS02Q20000898HWA0005K,9660001537/01190,1/20/2023,1/24/2023,Reschedule out,4,15050146-003,"Transistor,NPN,40V,1000mA,300mW,500mV@1A",2800,0,200,202302
EMS02Q20000898HWA0005K,9660001537/01170,1/20/2023,1/24/2023,Reschedule out,4,15040337-001,"Transient Voltage Supressor,-120V,-145V,",3000,0,1000,202302
EMS02Q20000898HWA0014K,9660001537/01050,1/20/2023,1/24/2023,Reschedule out,4,10100552,"Terminal Chip Inductor,0.0013uH,+/-0.1nH",15000,0,15000,202302
EMS02Q20000898HWA0014K,9660001537/01060,1/20/2023,2/14/2023,Reschedule out,25,10100577,"Terminal Power Inductor,4.7uH,+/-30%,3.0",7500,0,1500,202303
EMS02Q20000898HWA0014K,9660001537/01070,1/20/2023,1/24/2023,Reschedule out,4,10100713,Terminal Power Inductor 2.2uH 20% 2.1A 0,6000,0,2000,202302
EMS02Q20000898HWA0014K,9660001537/01010,1/20/2023,1/24/2023,Reschedule out,4,10070076,"EMI Bead,25%,330ohm,0.08ohm,1.5A,SMT,The",4000,0,4000,202302
EMS02Q20000898HWA0014K,9660001537/01040,1/20/2023,1/24/2023,Reschedule out,4,10100171,"Terminal Chip Inductor,0.0024uH,+/-0.3nH",10000,0,10000,202302
EMS02Q20000898HWA0014K,9660001537/01030,1/20/2023,1/24/2023,Reschedule out,4,10100033,"Mobile Dedicated,chip Inductor,10nH+/-5%",10000,0,10000,202302
EMS02Q20000898HWA0014K,9660001537/01020,1/20/2023,1/24/2023,Reschedule out,4,10070083,"EMI Bead,25%,600ohm,0.4ohm,0.2A,0402,spl",10000,0,10000,202302
EMS02Q20000898HWA0014K,9660001537/01080,1/20/2023,1/24/2023,Reschedule out,4,12020344-001,"Crystal Oscillator,25MHz,18pF,+/- 15,50o",2400,0,100,202302
EMS02Q20000898HWA0014K,9660001537/01090,1/20/2023,1/24/2023,Reschedule out,4,12020355-001,Crystal Resonator-40 MHz-12pF-+/-6ppm-30,6000,0,3000,202302
EMS02Q20000898HWA0011K,9660001537/00940,1/20/2023,1/24/2023,Reschedule out,4,10011090,High Frequency Inductor 47uH +/-10% 2.3A,2700,0,100,202302
EMS02Q20000898HWA0011K,9660001537/00990,1/20/2023,1/24/2023,Reschedule out,4,10070012,"EMIchip,220ohm,0.05ohm,2A,0805",16000,0,4000,202302
EMS02Q20000898HWA0011K,9660001537/00960,1/20/2023,1/24/2023,Reschedule out,4,10031615,"SMT Inductor,2.2uH,+/-20%,0.039ohm,4.9A,",5000,0,500,202302
EMS02Q20000898HWA0011K,9660001537/00980,1/20/2023,1/24/2023,Reschedule out,4,10040389,"EMI Com-mode Inductor,single phase,5V,50",50000,0,10000,202302
EMS02Q20000898HWA0011K,9660001537/00930,1/20/2023,1/24/2023,Reschedule out,4,08110012-001,"Solid SMD Al Capacitor,16V,100uF,+/-20%,",5000,0,1000,202302
EMS02Q20000898HWA0011K,9660001537/00970,1/20/2023,1/24/2023,Reschedule out,4,10031974,"Chip Inductor,60uH,+/-5%,1.1ohm,0.2A,3.4",39000,0,500,202302
EMS02Q20000898HWA0011K,9660001537/01000,1/20/2023,1/24/2023,Reschedule out,4,10070055,"EMIBead,+/-25%,1000ohm,1.25ohm,0.25A,0""",18210,0,4000,202302
EMS02Q20000898HWA0011K,9660001537/00950,1/20/2023,1/24/2023,Reschedule out,4,10031118-001,"SMTInductor,0.0068uH,5%,0.32ohm,1.05*0""",5000,0,1000,202302
EMS02Q20000898HWA0011K,9660001537/01430,1/20/2023,1/24/2023,Reschedule out,4,10070055,"EMIBead,+/-25%,1000ohm,1.25ohm,0.25A,0""",1790,0,4000,202302
EMS02Q20000900HWA0001K,9660001539/00880,1/20/2023,1/24/2023,Reschedule out,4,10011090,High Frequency Inductor 47uH +/-10% 2.3A,30000,0,100,202302
EMS02Q20000900HWA0001K,9660001539/00850,1/20/2023,2/14/2023,Reschedule out,25,8072343,SMD ceramicCapacitor 6.3V 100nF +/-10%,210000,0,15000,202303
EMS02Q20000900HWA0001K,9660001539/00900,1/20/2023,1/24/2023,Reschedule out,4,10031615,"SMT Inductor,2.2uH,+/-20%,0.039ohm,4.9A,",60000,0,500,202302
EMS02Q20000900HWA0001K,9660001539/00870,1/20/2023,1/24/2023,Reschedule out,4,08110012-001,"Solid SMD Al Capacitor,16V,100uF,+/-20%,",60000,0,1000,202302
EMS02Q20000900HWA0001K,9660001539/00860,1/20/2023,1/24/2023,Reschedule out,4,08072352-001,"High-Q RF MLCC,50V,0.0005nF,+/-0.05pF,NP",18700,0,10000,202302
EMS02Q20000900HWA0001K,9660001539/00840,1/20/2023,1/24/2023,Reschedule out,4,08072281-001,"Low Voltage  Capacity MLCC(100V,1uf),100",60000,0,4000,202302
EMS02Q20000900HWA0001K,9660001539/00830,1/20/2023,1/24/2023,Reschedule out,4,08071918-002,Low VoltageANDCapacity MLCC(LESSTHAN=100,690000,0,15000,202302
EMS02Q20000900HWA0001K,9660001539/00890,1/20/2023,1/24/2023,Reschedule out,4,10031118-001,"SMTInductor,0.0068uH,5%,0.32ohm,1.05*0""",60000,0,1000,202302
EMS02Q20000900HWA0001K,9660001539/01320,1/20/2023,1/24/2023,Reschedule out,4,08072352-001,"High-Q RF MLCC,50V,0.0005nF,+/-0.05pF,NP",41300,0,10000,202302
EMS02Q20000901HWA0007K,9660001540/00870,2/1/2023,2/14/2023,Reschedule out,13,10011090,High Frequency Inductor 47uH +/-10% 2.3A,25000,0,100,202303
EMS02Q20000901HWA0007K,9660001540/00840,2/1/2023,2/14/2023,Reschedule out,13,8072343,SMD ceramicCapacitor 6.3V 100nF +/-10%,195000,0,15000,202303
EMS02Q20000901HWA0007K,9660001540/00890,2/1/2023,1/24/2023,Reschedule in,-8,10031615,"SMT Inductor,2.2uH,+/-20%,0.039ohm,4.9A,",50000,0,500,202302
EMS02Q20000901HWA0007K,9660001540/00860,2/1/2023,1/24/2023,Reschedule in,-8,08110012-001,"Solid SMD Al Capacitor,16V,100uF,+/-20%,",50000,0,1000,202302
EMS02Q20000901HWA0007K,9660001540/00850,2/1/2023,1/24/2023,Reschedule in,-8,08072352-001,"High-Q RF MLCC,50V,0.0005nF,+/-0.05pF,NP",50000,0,10000,202302
EMS02Q20000901HWA0007K,9660001540/00820,2/1/2023,1/24/2023,Reschedule in,-8,08071918-002,Low VoltageANDCapacity MLCC(LESSTHAN=100,570000,0,15000,202302
EMS02Q20000901HWA0007K,9660001540/00900,2/1/2023,1/24/2023,Reschedule in,-8,10031974,"Chip Inductor,60uH,+/-5%,1.1ohm,0.2A,3.4",400000,0,500,202302
EMS02Q20000901HWA0007K,9660001540/00880,2/1/2023,1/24/2023,Reschedule in,-8,10031118-001,"SMTInductor,0.0068uH,5%,0.32ohm,1.05*0""",50000,0,1000,202302
EMS02Q20000901HWA0007K,9660001540/01330,2/1/2023,1/24/2023,Reschedule in,-8,08071918-002,Low VoltageANDCapacity MLCC(LESSTHAN=100,15000,0,15000,202302
EMS02Q20000896HWA0001K,9660001535/00050,1/20/2023,1/24/2023,Reschedule out,4,10011090,High Frequency Inductor 47uH +/-10% 2.3A,400,0,100,202302
EMS02Q20000896HWA0001K,9660001535/00100,1/20/2023,1/24/2023,Reschedule out,4,34130221,"Optical Transceiver Device,1310nm(Tx)/14",10,0,10,202302
EMS02Q20000896HWA0001K,9660001535/00060,1/20/2023,2/14/2023,Reschedule out,25,10100577,"Terminal Power Inductor,4.7uH,+/-30%,3.0",10500,0,1500,202303
EMS02Q20000896HWA0001K,9660001535/00020,1/20/2023,1/24/2023,Reschedule out,4,8070612,"SMD Ceramic Capacitor 1uf,10V,1000nF,+/-",120000,0,10000,202302
EMS02Q20000896HWA0001K,9660001535/00040,1/20/2023,2/14/2023,Reschedule out,25,8072343,SMD ceramicCapacitor 6.3V 100nF +/-10%,45000,0,15000,202303
EMS02Q20000896HWA0001K,9660001535/00110,1/20/2023,1/24/2023,Reschedule out,4,39111097-001,Switching Regulators buck Single Phase,500,0,10,202302
EMS02Q20000896HWA0001K,9660001535/00070,1/20/2023,2/14/2023,Reschedule out,25,15060150-002,"MOSFET,P Channel,-12V,-2.4A,112mohm,-8V,",5000,0,100,202303
EMS02Q20000896HWA0001K,9660001535/00080,1/20/2023,1/24/2023,Reschedule out,4,15060445,MOSFET NMOS 20V 7.9A 0.05ohm 8V DFN2020-,1000,0,1000,202302
EMS02Q20000896HWA0001K,9660001535/00090,1/20/2023,1/24/2023,Reschedule out,4,21170481,"Conductor,DKBA8.055.5199,Pillar-Conflux",4000,0,20000,202302
EMS02Q20000896HWA0001K,9660001535/00130,1/20/2023,1/24/2023,Reschedule out,4,47150981,"RF Multi-functional Component,802.11ac 5",10000,0,10,202302
EMS02Q20000896HWA0001K,9660001535/00120,1/20/2023,1/24/2023,Reschedule out,4,43160026,ASOC GPON/EPON SPI NAND FLASH DDR3,5000,0,10,202302
EMS02Q20000896HWA0001K,9660001535/00140,1/20/2023,1/24/2023,Reschedule out,4,34130221,"Optical Transceiver Device,1310nm(Tx)/14",4600,0,10,202302
EMS02Q20000898HWA0004K,9660001537/01250,1/20/2023,1/24/2023,Reschedule out,4,34130221,"Optical Transceiver Device,1310nm(Tx)/14",340,0,10,202302
EMS02Q20000898HWA0004K,9660001537/01260,1/20/2023,1/24/2023,Reschedule out,4,39111097-001,Switching Regulators buck Single Phase,3570,0,10,202302
EMS02Q20000898HWA0004K,9660001537/01210,1/20/2023,2/14/2023,Reschedule out,25,15060150-002,"MOSFET,P Channel,-12V,-2.4A,112mohm,-8V,",3500,0,100,202303
EMS02Q20000898HWA0004K,9660001537/01220,1/20/2023,1/24/2023,Reschedule out,4,15060445,MOSFET NMOS 20V 7.9A 0.05ohm 8V DFN2020-,2000,0,1000,202302
EMS02Q20000898HWA0004K,9660001537/01230,1/20/2023,1/24/2023,Reschedule out,4,21170481,"Conductor,DKBA8.055.5199,Pillar-Conflux",1000,0,20000,202302
EMS02Q20000898HWA0004K,9660001537/01280,1/20/2023,1/24/2023,Reschedule out,4,39111119-001,"Switching Regulators,Buck,Single Phase,3",2980,0,10,202302
EMS02Q20000900HWA0009K,9660001539/01180,1/20/2023,2/14/2023,Reschedule out,25,39111097-001,Switching Regulators buck Single Phase,60000,0,10,202303
EMS02Q20000900HWA0009K,9660001539/01150,1/20/2023,1/24/2023,Reschedule out,4,15060445,MOSFET NMOS 20V 7.9A 0.05ohm 8V DFN2020-,30000,0,1000,202302
EMS02Q20000900HWA0009K,9660001539/01130,1/20/2023,1/24/2023,Reschedule out,4,15050287-006,Audion PNP 140V 4000mA 650mW 60mV,30000,0,100,202302
EMS02Q20000900HWA0009K,9660001539/01120,1/20/2023,1/24/2023,Reschedule out,4,15050146-003,"Transistor,NPN,40V,1000mA,300mW,500mV@1A",30000,0,200,202302
EMS02Q20000900HWA0009K,9660001539/01110,1/20/2023,1/24/2023,Reschedule out,4,15040337-001,"Transient Voltage Supressor,-120V,-145V,",25000,0,1000,202302
EMS02Q20000900HWA0009K,9660001539/01200,1/20/2023,1/24/2023,Reschedule out,4,39140539,"SLIC,3.3V,-115V,VQFN48",13880,0,10,202302
EMS02Q20000900HWA0009K,9660001539/01190,1/20/2023,1/24/2023,Reschedule out,4,39111119-001,"Switching Regulators,Buck,Single Phase,3",60000,0,10,202302
EMS02Q20000900HWA0009K,9660001539/01280,1/20/2023,1/24/2023,Reschedule out,4,15040337-001,"Transient Voltage Supressor,-120V,-145V,",5000,0,1000,202302
EMS02Q20000900HWA0009K,9660001539/01290,1/20/2023,1/24/2023,Reschedule out,4,39140539,"SLIC,3.3V,-115V,VQFN48",16120,0,10,202302
EMS02Q20000901HWA0008K,9660001540/01160,2/2/2023,2/14/2023,Reschedule out,12,34130221,"Optical Transceiver Device,1310nm(Tx)/14",16000,0,10,202303
EMS02Q20000901HWA0008K,9660001540/01130,2/2/2023,3/17/2023,Reschedule out,43,15060150-002,"MOSFET,P Channel,-12V,-2.4A,112mohm,-8V,",25000,0,100,202304
EMS02Q20000901HWA0008K,9660001540/01140,2/2/2023,2/14/2023,Reschedule out,12,15060445,MOSFET NMOS 20V 7.9A 0.05ohm 8V DFN2020-,25000,0,1000,202303
EMS02Q20000901HWA0008K,9660001540/01120,2/2/2023,2/14/2023,Reschedule out,12,15050287-006,Audion PNP 140V 4000mA 650mW 60mV,25000,0,100,202303
EMS02Q20000901HWA0008K,9660001540/01110,2/2/2023,2/14/2023,Reschedule out,12,15050146-003,"Transistor,NPN,40V,1000mA,300mW,500mV@1A",25000,0,200,202303
EMS02Q20000901HWA0008K,9660001540/01190,2/2/2023,2/14/2023,Reschedule out,12,39140539,"SLIC,3.3V,-115V,VQFN48",25000,0,10,202303
EMS02Q20000901HWA0008K,9660001540/01300,2/2/2023,2/14/2023,Reschedule out,12,34130221,"Optical Transceiver Device,1310nm(Tx)/14",9000,0,10,202303
EMS02Q20000900HWA0005K,9660001539/01010,1/20/2023,1/24/2023,Reschedule out,4,10100552,"Terminal Chip Inductor,0.0013uH,+/-0.1nH",60000,0,15000,202302
EMS02Q20000900HWA0005K,9660001539/01020,1/20/2023,2/14/2023,Reschedule out,25,10100577,"Terminal Power Inductor,4.7uH,+/-30%,3.0",39000,0,1500,202303
EMS02Q20000900HWA0005K,9660001539/01030,1/20/2023,1/24/2023,Reschedule out,4,10100713,Terminal Power Inductor 2.2uH 20% 2.1A 0,60000,0,2000,202302
EMS02Q20000900HWA0005K,9660001539/01090,1/20/2023,1/24/2023,Reschedule out,4,15020396-001,"LED,0.0225cd,20mA,0603",30000,0,1000,202302
EMS02Q20000900HWA0005K,9660001539/01080,1/20/2023,1/24/2023,Reschedule out,4,15020346-001,"LED,0.018cd,Brillian Yellow Green 570~57",300000,0,200,202302
EMS02Q20000900HWA0005K,9660001539/01070,1/20/2023,1/24/2023,Reschedule out,4,15010589-002,"Fast Recovery Diode,200V,1A,1V,35ns,SOD1",120,0,200,202302
EMS02Q20000900HWA0005K,9660001539/01060,1/20/2023,1/24/2023,Reschedule out,4,15010422-001,"Switching Diode,250V,225mA,0.93V,50ns,si",30000,0,200,202302
EMS02Q20000900HWA0005K,9660001539/01040,1/20/2023,1/24/2023,Reschedule out,4,12020344-001,"Crystal Oscillator,25MHz,18pF,+/- 15,50o",30000,0,100,202302
EMS02Q20000900HWA0005K,9660001539/01050,1/20/2023,1/24/2023,Reschedule out,4,12020355-001,Crystal Resonator-40 MHz-12pF-+/-6ppm-30,59993,0,3000,202302
EMS02Q20000900HWA0005K,9660001539/01330,1/20/2023,1/24/2023,Reschedule out,4,12020355-001,Crystal Resonator-40 MHz-12pF-+/-6ppm-30,7,0,3000,202302
EMS02Q20000900HWA0005K,9660001539/01340,1/20/2023,1/24/2023,Reschedule out,4,15010589-002,"Fast Recovery Diode,200V,1A,1V,35ns,SOD1",29880,0,200,202302
EMS02Q20000901HWA0002K,9660001540/00940,2/7/2023,1/24/2023,Reschedule in,-14,10070063,"EMIBead,25%,80ohm,0.038ohm,2.3A,0402,A""",50000,0,10000,202302
EMS02Q20000901HWA0002K,9660001540/00950,2/7/2023,2/14/2023,Reschedule out,7,10070076,"EMI Bead,25%,330ohm,0.08ohm,1.5A,SMT,The",52000,0,4000,202303
EMS02Q20000901HWA0002K,9660001540/00910,2/7/2023,2/14/2023,Reschedule out,7,10040389,"EMI Com-mode Inductor,single phase,5V,50",420000,0,10000,202303
EMS02Q20000901HWA0002K,9660001540/00990,2/7/2023,1/24/2023,Reschedule in,-14,10100171,"Terminal Chip Inductor,0.0024uH,+/-0.3nH",100000,0,10000,202302
EMS02Q20000901HWA0002K,9660001540/00980,2/7/2023,1/24/2023,Reschedule in,-14,10100033,"Mobile Dedicated,chip Inductor,10nH+/-5%",50000,0,10000,202302
EMS02Q20000901HWA0002K,9660001540/00970,2/7/2023,1/24/2023,Reschedule in,-14,10100009,"Mobile Dedicated,chip inductor, 1.2nH, 1",30000,0,10000,202302
EMS02Q20000901HWA0002K,9660001540/00960,2/7/2023,1/24/2023,Reschedule in,-14,10070083,"EMI Bead,25%,600ohm,0.4ohm,0.2A,0402,spl",70000,0,10000,202302
EMS02Q20000901HWA0002K,9660001540/00930,2/7/2023,1/24/2023,Reschedule in,-14,10070055,"EMIBead,+/-25%,1000ohm,1.25ohm,0.25A,0""",200000,0,4000,202302
EMS02Q20000897HWA0010K,9660001536/00760,3/6/2023,3/17/2023,Reschedule out,11,10100577,"Terminal Power Inductor,4.7uH,+/-30%,3.0",4500,0,1500,202304
EMS02Q20000901HWA0013K,9660001540/01010,2/1/2023,2/14/2023,Reschedule out,13,10100577,"Terminal Power Inductor,4.7uH,+/-30%,3.0",49500,0,1500,202303
EMS02Q20000901HWA0013K,9660001540/01020,2/1/2023,2/14/2023,Reschedule out,13,10100713,Terminal Power Inductor 2.2uH 20% 2.1A 0,50000,0,2000,202303
EMS02Q20000901HWA0013K,9660001540/01080,2/1/2023,1/24/2023,Reschedule in,-8,15020396-001,"LED,0.0225cd,20mA,0603",25000,0,1000,202302
EMS02Q20000901HWA0013K,9660001540/01070,2/1/2023,1/24/2023,Reschedule in,-8,15020346-001,"LED,0.018cd,Brillian Yellow Green 570~57",250000,0,200,202302
EMS02Q20000901HWA0013K,9660001540/01060,2/1/2023,1/24/2023,Reschedule in,-8,15010589-002,"Fast Recovery Diode,200V,1A,1V,35ns,SOD1",25000,0,200,202302
EMS02Q20000901HWA0013K,9660001540/01050,2/1/2023,1/24/2023,Reschedule in,-8,15010422-001,"Switching Diode,250V,225mA,0.93V,50ns,si",25000,0,200,202302
EMS02Q20000901HWA0013K,9660001540/01100,2/1/2023,1/24/2023,Reschedule in,-8,15040337-001,"Transient Voltage Supressor,-120V,-145V,",23340,0,1000,202302
EMS02Q20000901HWA0013K,9660001540/01030,2/1/2023,1/24/2023,Reschedule in,-8,12020344-001,"Crystal Oscillator,25MHz,18pF,+/- 15,50o",25000,0,100,202302
EMS02Q20000901HWA0013K,9660001540/01040,2/1/2023,1/24/2023,Reschedule in,-8,12020355-001,Crystal Resonator-40 MHz-12pF-+/-6ppm-30,51000,0,3000,202302
EMS02Q20000901HWA0013K,9660001540/01350,2/1/2023,1/24/2023,Reschedule in,-8,15040337-001,"Transient Voltage Supressor,-120V,-145V,",1660,0,1000,202302
EMS02Q20000897HWA0002K,9660001536/00630,3/6/2023,3/17/2023,Reschedule out,11,8072343,SMD ceramicCapacitor 6.3V 100nF +/-10%,15000,0,15000,202304
EMS02Q20000900HWA0004K,9660001539/00930,1/19/2023,1/24/2023,Reschedule out,5,10070012,"EMIchip,220ohm,0.05ohm,2A,0805",180000,0,4000,202302
EMS02Q20000900HWA0004K,9660001539/00950,1/19/2023,1/24/2023,Reschedule out,5,10070063,"EMIBead,25%,80ohm,0.038ohm,2.3A,0402,A""",60000,0,10000,202302
EMS02Q20000900HWA0004K,9660001539/00960,1/19/2023,1/24/2023,Reschedule out,5,10070076,"EMI Bead,25%,330ohm,0.08ohm,1.5A,SMT,The",60000,0,4000,202302
EMS02Q20000900HWA0004K,9660001539/00920,1/19/2023,1/24/2023,Reschedule out,5,10040389,"EMI Com-mode Inductor,single phase,5V,50",510000,0,10000,202302
EMS02Q20000900HWA0004K,9660001539/01000,1/19/2023,1/24/2023,Reschedule out,5,10100171,"Terminal Chip Inductor,0.0024uH,+/-0.3nH",120000,0,10000,202302
EMS02Q20000900HWA0004K,9660001539/00990,1/19/2023,1/24/2023,Reschedule out,5,10100033,"Mobile Dedicated,chip Inductor,10nH+/-5%",10000,0,10000,202302
EMS02Q20000900HWA0004K,9660001539/00980,1/19/2023,1/24/2023,Reschedule out,5,10100009,"Mobile Dedicated,chip inductor, 1.2nH, 1",30000,0,10000,202302
EMS02Q20000900HWA0004K,9660001539/00970,1/19/2023,1/24/2023,Reschedule out,5,10070083,"EMI Bead,25%,600ohm,0.4ohm,0.2A,0402,spl",90000,0,10000,202302
EMS02Q20000900HWA0004K,9660001539/00910,1/19/2023,1/24/2023,Reschedule out,5,10031974,"Chip Inductor,60uH,+/-5%,1.1ohm,0.2A,3.4",480000,0,500,202302
EMS02Q20000900HWA0004K,9660001539/00940,1/19/2023,1/24/2023,Reschedule out,5,10070055,"EMIBead,+/-25%,1000ohm,1.25ohm,0.25A,0""",240000,0,4000,202302
EMS02Q20000900HWA0004K,9660001539/01360,1/19/2023,1/24/2023,Reschedule out,5,10100033,"Mobile Dedicated,chip Inductor,10nH+/-5%",50000,0,10000,202302
EMS02Q20000898HWA0012K,9660001537/00100,1/25/2023,1/24/2023,Reschedule in,-1,07091438-001,"ChipThickFilmResistor,0.1W,2.2ohm,+/",5000,0,5000,202302
EMS02Q20000898HWA0012K,9660001537/00080,1/25/2023,1/24/2023,Reschedule in,-1,07090944-001,"Chip Thick Film Resistor,0.125W,750000oh",10000,0,5000,202302
EMS02Q20000898HWA0012K,9660001537/00070,1/25/2023,1/24/2023,Reschedule in,-1,07090911-001,"Chip Thick Film Resistor,0.05W,0ohm,50m",2046,0,10000,202302
EMS02Q20000898HWA0012K,9660001537/00030,1/25/2023,1/24/2023,Reschedule in,-1,07090803-001,"Chip Thick Film Resistor,0.0625W,22ohm,+",4900,0,100,202302
EMS02Q20000898HWA0012K,9660001537/01450,1/25/2023,1/24/2023,Reschedule in,-1,07090911-001,"Chip Thick Film Resistor,0.05W,0ohm,50m",7954,0,10000,202302
EMS02Q20000900HWA0002K,9660001539/00070,1/20/2023,1/24/2023,Reschedule out,4,7091450,Chip Thick Film Resistor 0.25W 0.068ohm,30000,0,5000,202302
EMS02Q20000900HWA0002K,9660001539/00100,1/20/2023,1/24/2023,Reschedule out,4,07091470-001,"Chip Thick Film Resistor,0.0625W,0ohm,le",540000,0,1000,202302
EMS02Q20000900HWA0002K,9660001539/00090,1/20/2023,1/24/2023,Reschedule out,4,07091463-001,"Chip Thick Film Resistor,0.05W,10000ohm,",60000,0,10000,202302
EMS02Q20000900HWA0002K,9660001539/00080,1/20/2023,1/24/2023,Reschedule out,4,07091457-001,"Chip Thick Film Resistor,0.05W,1000ohm,+",90000,0,10000,202302
EMS02Q20000900HWA0002K,9660001539/00050,1/20/2023,1/24/2023,Reschedule out,4,07091438-001,"ChipThickFilmResistor,0.1W,2.2ohm,+/",30000,0,5000,202302
EMS02Q20000900HWA0002K,9660001539/00040,1/20/2023,1/24/2023,Reschedule out,4,07090944-001,"Chip Thick Film Resistor,0.125W,750000oh",120000,0,5000,202302
EMS02Q20000900HWA0002K,9660001539/00030,1/20/2023,1/24/2023,Reschedule out,4,07090911-001,"Chip Thick Film Resistor,0.05W,0ohm,50m",180000,0,10000,202302
EMS02Q20000900HWA0002K,9660001539/00020,1/20/2023,1/24/2023,Reschedule out,4,07090803-001,"Chip Thick Film Resistor,0.0625W,22ohm,+",60000,0,100,202302
EMS02Q20000900HWA0002K,9660001539/00060,1/20/2023,1/24/2023,Reschedule out,4,07091449-001,"Chip Thick Film Resistor,0.0625W,1ohm,+/",30000,0,10000,202302
EMS02Q20000901HWA0014K,9660001540/00070,2/2/2023,2/14/2023,Reschedule out,12,7091450,Chip Thick Film Resistor 0.25W 0.068ohm,25000,0,5000,202303
EMS02Q20000901HWA0014K,9660001540/00100,2/2/2023,2/14/2023,Reschedule out,12,07091470-001,"Chip Thick Film Resistor,0.0625W,0ohm,le",450000,0,1000,202303
EMS02Q20000901HWA0014K,9660001540/00090,2/2/2023,2/14/2023,Reschedule out,12,07091463-001,"Chip Thick Film Resistor,0.05W,10000ohm,",50000,0,10000,202303
EMS02Q20000901HWA0014K,9660001540/00080,2/2/2023,2/14/2023,Reschedule out,12,07091457-001,"Chip Thick Film Resistor,0.05W,1000ohm,+",70000,0,10000,202303
EMS02Q20000901HWA0014K,9660001540/00050,2/2/2023,2/14/2023,Reschedule out,12,07091438-001,"ChipThickFilmResistor,0.1W,2.2ohm,+/",25000,0,5000,202303
EMS02Q20000901HWA0014K,9660001540/00040,2/2/2023,2/14/2023,Reschedule out,12,07090944-001,"Chip Thick Film Resistor,0.125W,750000oh",100000,0,5000,202303
EMS02Q20000901HWA0014K,9660001540/00030,2/2/2023,2/14/2023,Reschedule out,12,07090911-001,"Chip Thick Film Resistor,0.05W,0ohm,50m",150000,0,10000,202303
EMS02Q20000901HWA0014K,9660001540/00020,2/2/2023,2/14/2023,Reschedule out,12,07090803-001,"Chip Thick Film Resistor,0.0625W,22ohm,+",50000,0,100,202303
EMS02Q20000901HWA0014K,9660001540/00060,2/2/2023,2/14/2023,Reschedule out,12,07091449-001,"Chip Thick Film Resistor,0.0625W,1ohm,+/",30000,0,10000,202303
EMS02Q20000898HWA0002K,9660001537/00430,1/25/2023,1/24/2023,Reschedule in,-1,07092392-001,"Chip Thick Film Resistor,0.0625W,20ohm,+",2000,0,1000,202302
EMS02Q20000898HWA0002K,9660001537/00420,1/25/2023,1/24/2023,Reschedule in,-1,07092380-001,"Chip Thick Film Resistor,0.0625W,49.9ohm",30000,0,10000,202302
EMS02Q20000898HWA0002K,9660001537/00410,1/25/2023,1/24/2023,Reschedule in,-1,07092378-001,"Chip Thick Film Resistor,0.25W,36ohm,+/-",5000,0,5000,202302
EMS02Q20000898HWA0002K,9660001537/00440,1/25/2023,1/24/2023,Reschedule in,-1,07092458-001,"Chip Thick Film Resistor,0.05W,3300ohm,+",10000,0,10000,202302
EMS02Q20000898HWA0002K,9660001537/00460,1/25/2023,1/24/2023,Reschedule in,-1,07092657-001,"Chip Thick Film Resistor,0.05W,33ohm,+/-",80000,0,10000,202302
